BookingID,CustomerID,FirstName,LastName,Age,Gender,Email,Phone,Airline,FlightNo,DepartureCity,ArrivalCity,BookingDate,FlightDate,SeatClass,Passengers,Fare,PaymentMethod,BookingStatus
BKG101384,CUST14530,Name2466,Surname1847,21,Male,user1384@example.com,9684506615,Air India,SG647,Goa,Chennai,11-02-2026,09-03-2026,Premium Economy,3,11998,UPI,Confirmed
BKG101385,CUST11557,Name2727,Surname1648,20,Female,user1385@example.com,9618045651,SpiceJet,6E733,Chennai,Kolkata,07-07-2026,13-08-2026,Business,4,20704,Debit Card,Completed
BKG101386,CUST10120,Name612,Surname1896,46,Female,user1386@example.com,9113663756,IndiGo,AI317,Mumbai,Kolkata,22-12-2025,18-01-2026,Economy,3,10251,Net Banking,Completed
BKG101387,CUST10142,Name1465,Surname794,36,Male,user1387@example.com,9699103000,SpiceJet,6E945,Pune,Chennai,31-12-2025,11-02-2026,Premium Economy,5,9161,Debit Card,Cancelled
BKG101388,CUST10160,Name2678,Surname243,51,Female,user1388@example.com,9273941324,Akasa Air,AI131,Goa,Hyderabad,23-02-2025,28-03-2025,Economy,2,18223,Net Banking,Cancelled
BKG101389,CUST12483,Name1033,Surname270,56,Male,user1389@example.com,9522404300,Akasa Air,SG781,Mumbai,Chennai,25-08-2025,12-09-2025,Premium Economy,4,12187,Net Banking,Cancelled
BKG101390,CUST11033,Name479,Surname663,40,Female,user1390@example.com,9612912295,Air India,SG535,Delhi,Bengaluru,09-02-2025,06-03-2025,Economy,2,7145,Credit Card,Confirmed
BKG101391,CUST12416,Name1801,Surname1625,19,Female,user1391@example.com,9635694031,SpiceJet,QP498,Chennai,Bengaluru,30-08-2025,13-09-2025,Premium Economy,5,23314,Debit Card,Completed
BKG101392,CUST12673,Name700,Surname198,72,Male,user1392@example.com,9673783531,Air India,SG106,Kolkata,Delhi,17-08-2025,25-09-2025,Premium Economy,1,16822,Credit Card,Cancelled
BKG101393,CUST11362,Name2874,Surname1698,73,Male,user1393@example.com,9103569442,Air India,QP230,Kolkata,Pune,23-12-2025,06-01-2026,Business,2,5830,UPI,Confirmed
BKG101394,CUST14053,Name644,Surname872,67,Female,user1394@example.com,9675602611,Vistara,6E732,Goa,Mumbai,27-05-2025,07-07-2025,Premium Economy,5,17681,Debit Card,Completed
BKG101395,CUST14788,Name2739,Surname626,28,Female,user1395@example.com,9250262765,SpiceJet,AI515,Kolkata,Hyderabad,29-11-2025,10-12-2025,Economy,5,8429,Debit Card,Cancelled
BKG101396,CUST10449,Name1377,Surname1877,21,Male,user1396@example.com,9490061214,SpiceJet,AI364,Kolkata,Hyderabad,28-03-2025,26-04-2025,Premium Economy,4,4681,Debit Card,Cancelled
BKG101397,CUST12922,Name579,Surname610,46,Female,user1397@example.com,9220404019,Akasa Air,AI464,Goa,Mumbai,10-01-2026,20-02-2026,Business,3,9539,Net Banking,Confirmed
BKG101398,CUST11896,Name2001,Surname1046,52,Male,user1398@example.com,9338634331,Air India,AI642,Hyderabad,Delhi,28-07-2025,31-07-2025,Economy,4,13423,UPI,Confirmed
BKG101399,CUST11493,Name1750,Surname1918,20,Female,user1399@example.com,9643342996,Vistara,6E931,Bengaluru,Mumbai,18-06-2026,16-08-2026,Business,1,22189,Debit Card,Confirmed
BKG101400,CUST12337,Name2273,Surname891,29,Female,user1400@example.com,9834730622,IndiGo,SG285,Goa,Hyderabad,02-05-2026,15-05-2026,Economy,4,2815,Debit Card,Cancelled
BKG101401,CUST11855,Name1977,Surname1664,69,Male,user1401@example.com,9209013966,Vistara,AI464,Kolkata,Goa,06-08-2025,05-10-2025,Premium Economy,4,13229,Credit Card,Cancelled
BKG101402,CUST13926,Name1814,Surname1521,42,Male,user1402@example.com,9736181145,Akasa Air,AI417,Hyderabad,Goa,26-01-2026,27-02-2026,Economy,2,5371,Net Banking,Confirmed
BKG101403,CUST10432,Name2497,Surname1204,54,Male,user1403@example.com,9840338262,IndiGo,AI149,Hyderabad,Bengaluru,17-03-2026,03-04-2026,Business,5,13688,Debit Card,Cancelled
BKG101404,CUST12789,Name671,Surname195,63,Male,user1404@example.com,9680145479,Vistara,QP779,Bengaluru,Kolkata,18-01-2025,22-02-2025,Business,3,10166,Debit Card,Confirmed
BKG101405,CUST14233,Name1219,Surname1269,66,Female,user1405@example.com,9725818533,SpiceJet,QP274,Hyderabad,Bengaluru,11-10-2025,28-11-2025,Business,3,19362,Net Banking,Cancelled
BKG101406,CUST10911,Name2427,Surname106,29,Male,user1406@example.com,9176726487,Akasa Air,QP848,Kolkata,Goa,17-06-2026,26-06-2026,Business,5,19484,UPI,Confirmed
BKG101407,CUST14985,Name1851,Surname1841,23,Female,user1407@example.com,9115449752,SpiceJet,SG368,Hyderabad,Kolkata,08-07-2026,21-07-2026,Premium Economy,1,23448,Debit Card,Confirmed
BKG101408,CUST14288,Name430,Surname170,29,Male,user1408@example.com,9785257010,IndiGo,6E640,Pune,Bengaluru,13-06-2025,17-07-2025,Business,3,15319,Net Banking,Completed
BKG101409,CUST14996,Name2014,Surname1709,52,Male,user1409@example.com,9395388777,SpiceJet,AI940,Mumbai,Goa,25-03-2025,01-05-2025,Economy,5,10553,Credit Card,Confirmed
BKG101410,CUST12586,Name606,Surname1148,73,Female,user1410@example.com,9554148187,Vistara,6E326,Goa,Bengaluru,14-08-2026,18-08-2026,Premium Economy,1,14637,Debit Card,Completed
BKG101411,CUST12609,Name800,Surname260,61,Female,user1411@example.com,9121448192,IndiGo,AI689,Chennai,Goa,21-04-2026,08-06-2026,Economy,5,2889,UPI,Confirmed
BKG101412,CUST13886,Name1260,Surname276,59,Female,user1412@example.com,9475339059,IndiGo,6E840,Bengaluru,Goa,30-06-2026,09-07-2026,Premium Economy,1,21292,UPI,Completed
BKG101413,CUST14115,Name2938,Surname252,20,Female,user1413@example.com,9451908445,IndiGo,6E406,Kolkata,Goa,02-07-2026,23-08-2026,Economy,4,5811,Credit Card,Cancelled
BKG101414,CUST13106,Name1647,Surname287,46,Male,user1414@example.com,9333037366,SpiceJet,QP681,Mumbai,Bengaluru,28-06-2026,30-07-2026,Economy,2,9238,Debit Card,Confirmed
BKG101415,CUST14461,Name1318,Surname1998,73,Female,user1415@example.com,9197009970,SpiceJet,SG561,Chennai,Pune,08-01-2025,18-02-2025,Business,2,13440,UPI,Completed
BKG101416,CUST11962,Name2396,Surname999,54,Male,user1416@example.com,9483399227,SpiceJet,AI203,Kolkata,Goa,31-01-2026,25-03-2026,Premium Economy,3,14806,Credit Card,Cancelled
BKG101417,CUST11966,Name1932,Surname996,29,Female,user1417@example.com,9130250567,Air India,QP884,Chennai,Pune,18-05-2025,11-07-2025,Business,4,19148,Net Banking,Confirmed
BKG101418,CUST10674,Name1548,Surname1654,34,Female,user1418@example.com,9173753177,Akasa Air,AI135,Kolkata,Mumbai,30-10-2025,11-11-2025,Economy,5,19579,Net Banking,Cancelled
BKG101419,CUST12455,Name1678,Surname1697,34,Male,user1419@example.com,9500833163,IndiGo,AI293,Bengaluru,Delhi,03-07-2026,28-08-2026,Business,5,23301,UPI,Confirmed
BKG101420,CUST13987,Name1720,Surname428,45,Male,user1420@example.com,9646652839,IndiGo,SG748,Goa,Mumbai,09-01-2025,26-01-2025,Premium Economy,3,7176,Net Banking,Confirmed
BKG101421,CUST10178,Name2357,Surname844,54,Male,user1421@example.com,9549241856,Akasa Air,QP366,Bengaluru,Kolkata,21-11-2025,11-01-2026,Business,5,9427,UPI,Completed
BKG101422,CUST14171,Name1861,Surname1568,35,Female,user1422@example.com,9910029537,SpiceJet,AI976,Delhi,Mumbai,02-06-2026,07-07-2026,Business,2,11616,Debit Card,Completed
BKG101423,CUST12179,Name806,Surname44,59,Female,user1423@example.com,9965483263,Vistara,AI907,Goa,Mumbai,18-05-2026,26-05-2026,Economy,4,17360,Debit Card,Completed
BKG101424,CUST14128,Name2142,Surname1846,22,Female,user1424@example.com,9320703798,Vistara,QP553,Chennai,Delhi,09-11-2025,23-11-2025,Business,3,21854,Credit Card,Completed
BKG101425,CUST13683,Name58,Surname1699,34,Male,user1425@example.com,9349696697,IndiGo,AI737,Bengaluru,Mumbai,19-02-2026,10-03-2026,Economy,3,18061,Credit Card,Completed
BKG101426,CUST13244,Name546,Surname715,34,Male,user1426@example.com,9142433446,SpiceJet,AI770,Pune,Chennai,10-07-2025,14-08-2025,Economy,2,6685,UPI,Completed
BKG101427,CUST11098,Name30,Surname550,66,Female,user1427@example.com,9171172715,IndiGo,AI824,Chennai,Pune,31-12-2025,29-01-2026,Business,4,17633,Debit Card,Confirmed
BKG101428,CUST14513,Name2635,Surname155,21,Female,user1428@example.com,9867281936,Vistara,SG201,Bengaluru,Mumbai,05-10-2025,29-10-2025,Business,2,10370,Credit Card,Cancelled
BKG101429,CUST13194,Name1048,Surname1773,54,Female,user1429@example.com,9319780028,Air India,6E482,Goa,Chennai,26-07-2026,26-08-2026,Economy,4,7448,Debit Card,Confirmed
BKG101430,CUST11753,Name707,Surname859,24,Male,user1430@example.com,9672915779,Vistara,AI136,Delhi,Bengaluru,15-01-2025,01-02-2025,Economy,3,23657,Net Banking,Completed
BKG101431,CUST13891,Name50,Surname306,52,Female,user1431@example.com,9581735140,Air India,AI255,Pune,Chennai,26-01-2026,09-02-2026,Economy,1,4146,Debit Card,Confirmed
BKG101432,CUST10575,Name2340,Surname739,30,Female,user1432@example.com,9683794890,Vistara,AI110,Pune,Goa,01-03-2026,17-04-2026,Premium Economy,4,6941,Net Banking,Completed
BKG101433,CUST11994,Name560,Surname684,69,Male,user1433@example.com,9127913919,Akasa Air,6E730,Kolkata,Chennai,03-03-2025,10-03-2025,Premium Economy,1,18717,Credit Card,Confirmed
BKG101434,CUST11673,Name2215,Surname1666,42,Male,user1434@example.com,9898052605,Vistara,QP177,Goa,Mumbai,14-06-2025,20-06-2025,Business,4,6076,Net Banking,Confirmed
BKG101435,CUST12591,Name2908,Surname1585,35,Female,user1435@example.com,9950776308,IndiGo,QP213,Delhi,Chennai,26-01-2025,19-03-2025,Business,2,10819,UPI,Cancelled
BKG101436,CUST13335,Name221,Surname297,70,Male,user1436@example.com,9915588814,SpiceJet,SG977,Chennai,Hyderabad,20-09-2025,10-10-2025,Economy,2,10524,Debit Card,Confirmed
BKG101437,CUST12805,Name742,Surname440,55,Female,user1437@example.com,9911028142,IndiGo,6E850,Mumbai,Pune,11-02-2026,12-02-2026,Business,1,7220,Debit Card,Cancelled
BKG101438,CUST13079,Name2528,Surname47,31,Male,user1438@example.com,9551686952,SpiceJet,SG196,Goa,Pune,01-05-2026,27-06-2026,Economy,2,8407,Net Banking,Cancelled
BKG101439,CUST14565,Name99,Surname1988,61,Male,user1439@example.com,9390284374,SpiceJet,SG698,Mumbai,Pune,22-04-2026,31-05-2026,Business,3,12333,UPI,Cancelled
BKG101440,CUST10905,Name1310,Surname1957,52,Male,user1440@example.com,9283319438,Akasa Air,QP875,Chennai,Delhi,19-04-2025,26-04-2025,Business,3,21340,Net Banking,Cancelled
BKG101441,CUST13452,Name520,Surname439,47,Female,user1441@example.com,9163122517,IndiGo,SG419,Goa,Hyderabad,15-03-2026,05-05-2026,Premium Economy,3,19332,UPI,Completed
BKG101442,CUST10898,Name2343,Surname67,49,Female,user1442@example.com,9765409860,Vistara,6.00E+187,Bengaluru,Hyderabad,25-07-2026,31-07-2026,Premium Economy,3,20999,UPI,Confirmed
BKG101443,CUST13220,Name2491,Surname1971,64,Male,user1443@example.com,9995077335,Air India,SG335,Pune,Hyderabad,26-06-2026,25-08-2026,Premium Economy,5,9106,Debit Card,Completed
BKG101444,CUST11293,Name481,Surname459,54,Female,user1444@example.com,9442052414,SpiceJet,QP291,Pune,Delhi,05-04-2026,08-04-2026,Economy,1,19020,Credit Card,Confirmed
BKG101445,CUST10120,Name1472,Surname1849,39,Male,user1445@example.com,9323485749,Air India,AI162,Delhi,Mumbai,19-05-2026,02-07-2026,Economy,1,7362,Net Banking,Confirmed
BKG101446,CUST14864,Name456,Surname1254,18,Male,user1446@example.com,9654220401,Vistara,AI224,Hyderabad,Pune,17-02-2026,19-03-2026,Premium Economy,1,10340,Net Banking,Confirmed
BKG101447,CUST11248,Name963,Surname285,61,Female,user1447@example.com,9316403562,Akasa Air,QP857,Chennai,Kolkata,05-04-2025,30-04-2025,Business,5,21102,UPI,Cancelled
BKG101448,CUST10674,Name2244,Surname871,48,Female,user1448@example.com,9517157152,Air India,AI151,Chennai,Kolkata,11-12-2025,31-12-2025,Economy,5,20303,Debit Card,Completed
BKG101449,CUST12002,Name1826,Surname169,24,Male,user1449@example.com,9441815794,IndiGo,SG810,Bengaluru,Mumbai,21-03-2026,29-03-2026,Premium Economy,3,5671,Credit Card,Completed
BKG101450,CUST12129,Name2723,Surname25,22,Female,user1450@example.com,9318456311,SpiceJet,6E384,Hyderabad,Mumbai,19-01-2025,01-02-2025,Premium Economy,4,23337,UPI,Cancelled
BKG101451,CUST12052,Name1161,Surname1192,74,Female,user1451@example.com,9534244788,Akasa Air,QP251,Kolkata,Bengaluru,12-08-2026,20-09-2026,Business,1,22070,UPI,Confirmed
BKG101452,CUST14417,Name376,Surname1411,50,Male,user1452@example.com,9247932385,Air India,QP710,Delhi,Bengaluru,17-01-2025,10-03-2025,Premium Economy,1,7063,Credit Card,Cancelled
BKG101453,CUST10574,Name2036,Surname537,62,Female,user1453@example.com,9245967878,Akasa Air,6E908,Delhi,Chennai,28-06-2026,21-07-2026,Premium Economy,2,18910,Net Banking,Cancelled
BKG101454,CUST10069,Name1207,Surname179,28,Male,user1454@example.com,9928487951,Vistara,6E664,Delhi,Mumbai,19-12-2025,18-01-2026,Business,3,3070,UPI,Completed
BKG101455,CUST11448,Name2587,Surname1996,38,Female,user1455@example.com,9706085186,IndiGo,SG781,Mumbai,Pune,05-03-2026,10-03-2026,Premium Economy,1,23089,UPI,Confirmed
BKG101456,CUST12167,Name1747,Surname837,19,Male,user1456@example.com,9191539767,Air India,6E634,Goa,Hyderabad,27-06-2025,12-07-2025,Economy,4,4314,UPI,Confirmed
BKG101457,CUST14652,Name2569,Surname875,22,Female,user1457@example.com,9196176452,Air India,AI770,Mumbai,Pune,29-06-2025,12-07-2025,Premium Economy,5,6666,Debit Card,Confirmed
BKG101458,CUST11839,Name2993,Surname1871,66,Female,user1458@example.com,9435068180,Akasa Air,AI996,Goa,Kolkata,16-03-2026,13-04-2026,Premium Economy,2,13152,Credit Card,Cancelled
BKG101459,CUST10878,Name2548,Surname181,39,Male,user1459@example.com,9107348238,SpiceJet,QP836,Pune,Mumbai,04-11-2025,29-11-2025,Business,2,3324,Debit Card,Cancelled
BKG101460,CUST13456,Name341,Surname1006,44,Male,user1460@example.com,9275215227,SpiceJet,AI867,Delhi,Bengaluru,29-08-2025,21-09-2025,Business,2,20795,Net Banking,Completed
BKG101461,CUST13212,Name1714,Surname1441,69,Female,user1461@example.com,9476971843,Akasa Air,6E976,Delhi,Hyderabad,09-04-2026,10-04-2026,Economy,3,19191,UPI,Completed
BKG101462,CUST12209,Name2555,Surname601,48,Female,user1462@example.com,9991065414,IndiGo,6E692,Goa,Bengaluru,13-07-2026,11-08-2026,Economy,2,19232,Debit Card,Confirmed
BKG101463,CUST12485,Name2051,Surname1159,48,Female,user1463@example.com,9256309347,Air India,6E420,Chennai,Hyderabad,22-04-2025,13-06-2025,Premium Economy,2,19220,Debit Card,Confirmed
BKG101464,CUST14487,Name625,Surname1941,25,Male,user1464@example.com,9193287387,SpiceJet,QP963,Hyderabad,Pune,06-03-2026,02-05-2026,Premium Economy,5,14899,Debit Card,Confirmed
BKG101465,CUST10141,Name1638,Surname1352,62,Female,user1465@example.com,9960099249,SpiceJet,AI884,Kolkata,Delhi,12-08-2026,02-10-2026,Economy,1,8138,Net Banking,Confirmed
BKG101466,CUST10021,Name2739,Surname879,32,Female,user1466@example.com,9341964825,SpiceJet,SG612,Mumbai,Kolkata,31-05-2025,30-06-2025,Business,2,10661,UPI,Completed
BKG101467,CUST13320,Name1660,Surname532,73,Male,user1467@example.com,9472928462,IndiGo,AI144,Hyderabad,Kolkata,06-03-2026,10-04-2026,Economy,1,3260,Credit Card,Cancelled
BKG101468,CUST12025,Name121,Surname243,63,Female,user1468@example.com,9154715416,SpiceJet,QP104,Hyderabad,Mumbai,13-10-2025,19-10-2025,Economy,4,8610,Credit Card,Confirmed
BKG101469,CUST10512,Name2863,Surname413,24,Female,user1469@example.com,9691372740,Vistara,AI182,Pune,Chennai,01-03-2025,14-03-2025,Economy,3,7846,UPI,Confirmed
BKG101470,CUST11972,Name439,Surname1537,62,Female,user1470@example.com,9902663395,IndiGo,QP880,Bengaluru,Delhi,02-05-2026,24-06-2026,Business,5,6326,Net Banking,Confirmed
BKG101471,CUST12907,Name2801,Surname1465,57,Male,user1471@example.com,9874982328,Vistara,SG200,Mumbai,Pune,02-02-2026,31-03-2026,Business,3,7598,Net Banking,Completed
BKG101472,CUST10987,Name316,Surname422,46,Female,user1472@example.com,9339934992,SpiceJet,6E823,Kolkata,Goa,09-01-2026,09-03-2026,Economy,1,2808,Net Banking,Confirmed
BKG101473,CUST13834,Name2453,Surname1558,21,Male,user1473@example.com,9602455623,IndiGo,QP208,Goa,Hyderabad,04-01-2025,04-02-2025,Premium Economy,1,7008,UPI,Completed
BKG101474,CUST14881,Name2409,Surname1298,42,Female,user1474@example.com,9616600571,Akasa Air,AI648,Goa,Pune,08-06-2025,17-06-2025,Economy,4,9145,Debit Card,Confirmed
BKG101475,CUST10058,Name746,Surname1635,36,Male,user1475@example.com,9823418965,Vistara,SG903,Chennai,Hyderabad,06-03-2026,11-04-2026,Premium Economy,4,5974,UPI,Confirmed
BKG101476,CUST11591,Name553,Surname437,74,Female,user1476@example.com,9299955363,Air India,AI500,Delhi,Pune,21-09-2025,03-11-2025,Business,1,12106,Net Banking,Completed
BKG101477,CUST12127,Name1632,Surname1365,48,Male,user1477@example.com,9517614209,Akasa Air,SG167,Pune,Hyderabad,27-12-2025,20-02-2026,Premium Economy,5,17438,UPI,Confirmed
BKG101478,CUST10450,Name473,Surname1718,44,Female,user1478@example.com,9984174240,Air India,QP174,Kolkata,Pune,26-05-2025,01-06-2025,Economy,4,13046,UPI,Confirmed
BKG101479,CUST14282,Name1057,Surname1829,68,Male,user1479@example.com,9402869605,Air India,AI734,Bengaluru,Delhi,17-02-2025,11-04-2025,Business,2,23759,Credit Card,Cancelled
BKG101480,CUST10084,Name1235,Surname1870,24,Female,user1480@example.com,9744982771,IndiGo,AI423,Hyderabad,Kolkata,09-03-2025,24-03-2025,Economy,1,3272,Credit Card,Confirmed
BKG101481,CUST14507,Name1590,Surname1431,36,Female,user1481@example.com,9865486796,Air India,6E783,Kolkata,Chennai,22-01-2026,22-02-2026,Business,3,14451,Credit Card,Cancelled
BKG101482,CUST10971,Name1132,Surname1868,49,Female,user1482@example.com,9378718330,Air India,QP617,Mumbai,Chennai,04-01-2025,25-01-2025,Business,4,3059,UPI,Cancelled
BKG101483,CUST10911,Name561,Surname1119,67,Male,user1483@example.com,9582153143,Akasa Air,SG926,Goa,Mumbai,20-07-2026,11-08-2026,Economy,2,13016,Credit Card,Completed
BKG101484,CUST10807,Name1399,Surname742,34,Male,user1484@example.com,9504135528,IndiGo,QP264,Kolkata,Goa,31-07-2026,01-09-2026,Economy,4,19103,UPI,Confirmed
BKG101485,CUST12296,Name1732,Surname1584,47,Female,user1485@example.com,9251769571,IndiGo,SG166,Hyderabad,Goa,27-10-2025,24-11-2025,Premium Economy,1,14617,UPI,Cancelled
BKG101486,CUST12963,Name1574,Surname1650,34,Female,user1486@example.com,9670756740,Air India,QP780,Bengaluru,Chennai,28-05-2026,27-06-2026,Business,1,6514,Credit Card,Confirmed
BKG101487,CUST10131,Name761,Surname1820,46,Female,user1487@example.com,9981904910,IndiGo,SG615,Goa,Delhi,11-11-2025,26-11-2025,Premium Economy,4,19869,Credit Card,Cancelled
BKG101488,CUST12127,Name1616,Surname1404,51,Female,user1488@example.com,9258377529,Akasa Air,6E668,Chennai,Delhi,31-07-2026,12-08-2026,Business,3,13389,UPI,Cancelled
BKG101489,CUST13649,Name2674,Surname1828,42,Male,user1489@example.com,9254422158,Akasa Air,AI980,Pune,Bengaluru,14-09-2025,23-09-2025,Business,2,2837,Debit Card,Confirmed
BKG101490,CUST12934,Name2473,Surname257,31,Female,user1490@example.com,9875279783,Vistara,QP721,Pune,Bengaluru,04-03-2026,18-04-2026,Economy,4,7033,UPI,Cancelled
BKG101491,CUST12742,Name1518,Surname1593,33,Female,user1491@example.com,9106470836,SpiceJet,AI803,Pune,Hyderabad,28-08-2025,09-09-2025,Business,5,4385,Credit Card,Cancelled
BKG101492,CUST12682,Name2442,Surname1749,46,Female,user1492@example.com,9376351483,IndiGo,SG296,Bengaluru,Kolkata,05-03-2026,22-04-2026,Business,3,5246,Net Banking,Cancelled
BKG101493,CUST13796,Name2048,Surname1456,39,Female,user1493@example.com,9373472436,Air India,QP970,Chennai,Pune,01-05-2026,03-06-2026,Economy,5,22009,UPI,Confirmed
BKG101494,CUST13297,Name534,Surname933,64,Male,user1494@example.com,9293555261,IndiGo,6.00E+279,Hyderabad,Mumbai,05-07-2025,05-08-2025,Business,2,9383,Net Banking,Confirmed
BKG101495,CUST13040,Name2668,Surname1817,49,Female,user1495@example.com,9751489939,IndiGo,QP209,Mumbai,Goa,18-03-2025,11-05-2025,Premium Economy,2,17730,UPI,Cancelled
BKG101496,CUST12368,Name1099,Surname1715,53,Female,user1496@example.com,9719682691,Vistara,6.00E+133,Delhi,Kolkata,11-07-2026,04-08-2026,Premium Economy,2,6236,UPI,Cancelled
BKG101497,CUST11534,Name122,Surname1841,29,Female,user1497@example.com,9710571363,Vistara,AI197,Chennai,Delhi,22-08-2026,16-10-2026,Premium Economy,2,8371,Net Banking,Cancelled
BKG101498,CUST14476,Name104,Surname1779,22,Female,user1498@example.com,9598810110,IndiGo,6E925,Goa,Pune,21-03-2025,25-03-2025,Economy,4,16338,Credit Card,Cancelled
BKG101499,CUST14779,Name813,Surname428,29,Female,user1499@example.com,9996714792,Akasa Air,6E359,Chennai,Bengaluru,12-01-2025,15-01-2025,Premium Economy,4,12042,Credit Card,Confirmed
BKG101500,CUST13550,Name990,Surname1876,53,Male,user1500@example.com,9679746759,Air India,AI859,Goa,Mumbai,31-07-2026,18-08-2026,Premium Economy,3,17035,Debit Card,Confirmed
BKG101501,CUST14945,Name897,Surname1512,56,Male,user1501@example.com,9236602037,Akasa Air,6E876,Delhi,Bengaluru,18-07-2026,08-08-2026,Premium Economy,2,6062,UPI,Confirmed
BKG101502,CUST10392,Name1223,Surname1997,67,Female,user1502@example.com,9163887297,Air India,QP835,Mumbai,Goa,01-02-2026,16-02-2026,Premium Economy,4,13905,Net Banking,Completed
BKG101503,CUST14530,Name2640,Surname623,40,Male,user1503@example.com,9731480562,Akasa Air,SG738,Kolkata,Goa,25-06-2025,25-07-2025,Business,5,7946,Debit Card,Confirmed
BKG101504,CUST13563,Name1235,Surname1672,18,Female,user1504@example.com,9903356114,Akasa Air,SG871,Goa,Kolkata,01-01-2025,03-02-2025,Premium Economy,1,20395,Credit Card,Confirmed
BKG101505,CUST14875,Name191,Surname340,29,Male,user1505@example.com,9498791621,SpiceJet,6E734,Chennai,Pune,16-04-2025,23-05-2025,Economy,3,8128,Debit Card,Completed
BKG101506,CUST12855,Name789,Surname507,31,Male,user1506@example.com,9107044325,Air India,6E466,Chennai,Kolkata,19-08-2025,31-08-2025,Economy,1,7640,Credit Card,Cancelled
BKG101507,CUST11854,Name1383,Surname581,39,Male,user1507@example.com,9342704655,Akasa Air,SG811,Kolkata,Delhi,02-03-2025,10-03-2025,Economy,5,22756,Credit Card,Confirmed
BKG101508,CUST13229,Name669,Surname1213,45,Male,user1508@example.com,9107776528,Vistara,AI455,Bengaluru,Mumbai,29-10-2025,23-12-2025,Business,5,10570,Credit Card,Confirmed
BKG101509,CUST10742,Name663,Surname1802,55,Male,user1509@example.com,9577096795,SpiceJet,QP420,Delhi,Goa,03-10-2025,21-11-2025,Business,5,11354,Credit Card,Confirmed
BKG101510,CUST11623,Name309,Surname986,47,Female,user1510@example.com,9731358204,SpiceJet,SG263,Mumbai,Delhi,06-09-2025,08-10-2025,Economy,1,15655,Net Banking,Confirmed
BKG101511,CUST13672,Name1401,Surname1275,68,Male,user1511@example.com,9729166384,Air India,6E505,Hyderabad,Pune,06-04-2025,13-05-2025,Premium Economy,1,9156,Credit Card,Confirmed
BKG101512,CUST11050,Name1735,Surname1751,35,Female,user1512@example.com,9441988838,Air India,QP357,Goa,Delhi,26-08-2025,12-10-2025,Premium Economy,1,15632,Credit Card,Completed
BKG101513,CUST11873,Name109,Surname10,54,Male,user1513@example.com,9808502926,Vistara,SG422,Chennai,Kolkata,12-03-2026,20-03-2026,Economy,3,17198,UPI,Confirmed
BKG101514,CUST11887,Name1360,Surname727,18,Female,user1514@example.com,9201025305,SpiceJet,6E837,Delhi,Pune,19-04-2025,24-04-2025,Economy,1,14094,UPI,Cancelled
BKG101515,CUST13975,Name2422,Surname945,58,Male,user1515@example.com,9380169662,Akasa Air,6E483,Bengaluru,Pune,20-02-2025,26-03-2025,Business,3,16970,Credit Card,Confirmed
BKG101516,CUST12633,Name2869,Surname1909,52,Male,user1516@example.com,9734260115,Air India,AI409,Mumbai,Kolkata,13-07-2026,29-07-2026,Business,4,10835,Net Banking,Confirmed
BKG101517,CUST11625,Name856,Surname1804,33,Male,user1517@example.com,9732339134,Vistara,QP462,Pune,Bengaluru,27-01-2026,22-03-2026,Economy,3,21327,UPI,Confirmed
BKG101518,CUST13550,Name1127,Surname118,74,Female,user1518@example.com,9783479418,Vistara,SG852,Kolkata,Bengaluru,10-07-2026,22-08-2026,Business,5,11997,Credit Card,Completed
BKG101519,CUST13915,Name553,Surname829,68,Male,user1519@example.com,9119316032,Vistara,SG507,Delhi,Goa,25-11-2025,09-01-2026,Premium Economy,2,16827,Credit Card,Cancelled
BKG101520,CUST10657,Name2399,Surname803,28,Male,user1520@example.com,9285342350,Air India,SG108,Hyderabad,Mumbai,23-11-2025,10-01-2026,Economy,5,14730,Credit Card,Cancelled
BKG101521,CUST14526,Name1685,Surname387,55,Female,user1521@example.com,9293574280,IndiGo,AI971,Pune,Mumbai,04-11-2025,03-12-2025,Economy,2,8139,Credit Card,Cancelled
BKG101522,CUST14867,Name47,Surname1614,18,Female,user1522@example.com,9523504172,Air India,QP140,Mumbai,Bengaluru,07-08-2026,13-09-2026,Economy,4,8234,Net Banking,Confirmed
BKG101523,CUST14758,Name1480,Surname882,30,Male,user1523@example.com,9171675819,Akasa Air,SG762,Hyderabad,Goa,17-12-2025,08-02-2026,Economy,1,4224,Credit Card,Completed
BKG101524,CUST12013,Name1519,Surname1563,30,Male,user1524@example.com,9244384755,Air India,SG956,Mumbai,Chennai,28-03-2025,04-05-2025,Premium Economy,1,9696,UPI,Completed
BKG101525,CUST13440,Name88,Surname1909,51,Male,user1525@example.com,9595428333,Akasa Air,AI428,Bengaluru,Hyderabad,06-01-2025,20-02-2025,Premium Economy,3,4032,Net Banking,Confirmed
BKG101526,CUST11064,Name1602,Surname577,31,Female,user1526@example.com,9111084635,IndiGo,SG333,Pune,Goa,26-02-2025,29-03-2025,Premium Economy,2,16784,Credit Card,Cancelled
BKG101527,CUST11202,Name914,Surname1379,25,Male,user1527@example.com,9312845035,Akasa Air,AI112,Pune,Chennai,01-04-2026,24-05-2026,Business,5,16446,Debit Card,Cancelled
BKG101528,CUST10813,Name1594,Surname715,35,Female,user1528@example.com,9224880686,Air India,QP282,Mumbai,Hyderabad,03-11-2025,12-11-2025,Premium Economy,4,9055,Net Banking,Completed
